2018-07-28 10:51:59 关键索引：Request  内容：参数：register
2018-07-28 16:34:18 关键索引：Request  内容：参数：[]
2018-07-28 16:34:18 关键索引：Request  内容：参数：gettask
2018-07-28 16:34:18 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96057970216,"lat":22.535406286564,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 16:34:18 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 16:34:18 关键索引：Request  内容：参数：1
2018-07-28 16:34:18 关键索引：Request  内容：参数：15
2018-07-28 16:34:18 关键索引：Request  内容：参数："22.535406286564"
2018-07-28 16:34:18 关键索引：Request  内容：参数："113.96057970216"
2018-07-28 16:34:18 关键索引：Request  内容：参数："2000"
2018-07-28 16:34:18 关键索引：Request  内容：参数：340
2018-07-28 16:34:21 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:34:21 关键索引：Request  内容：参数：{}
2018-07-28 16:34:21 关键索引：Request  内容：参数：[]
2018-07-28 16:34:26 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:34:26 关键索引：Request  内容：参数：{}
2018-07-28 16:34:26 关键索引：Request  内容：参数：[]
2018-07-28 16:34:54 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:34:54 关键索引：Request  内容：参数：{}
2018-07-28 16:34:54 关键索引：Request  内容：参数：[]
2018-07-28 16:34:58 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:34:58 关键索引：Request  内容：参数：{}
2018-07-28 16:34:58 关键索引：Request  内容：参数：[]
2018-07-28 16:35:30 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:35:30 关键索引：Request  内容：参数：{}
2018-07-28 16:35:30 关键索引：Request  内容：参数：[]
2018-07-28 16:35:43 关键索引：Request  内容：参数：getuseraddress
2018-07-28 16:35:43 关键索引：Request  内容：参数：{}
2018-07-28 16:35:43 关键索引：Request  内容：参数：[]
2018-07-28 16:35:45 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:35:45 关键索引：Request  内容：参数：{}
2018-07-28 16:35:45 关键索引：Request  内容：参数：[]
2018-07-28 16:36:17 关键索引：Request  内容：参数：getstarmodulelist
2018-07-28 16:36:17 关键索引：Request  内容：参数：{}
2018-07-28 16:36:17 关键索引：Request  内容：参数：[]
2018-07-28 16:36:45 关键索引：Request  内容：参数：info
2018-07-28 16:36:45 关键索引：Request  内容：参数：{}
2018-07-28 16:36:45 关键索引：Request  内容：参数：[]
2018-07-28 16:36:45 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:36:45 关键索引：Request  内容：参数：{}
2018-07-28 16:36:45 关键索引：Request  内容：参数：[]
2018-07-28 16:36:45 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:36:45 关键索引：Request  内容：参数：{}
2018-07-28 16:36:45 关键索引：Request  内容：参数：[]
2018-07-28 16:36:46 关键索引：Request  内容：参数：info
2018-07-28 16:36:46 关键索引：Request  内容：参数：{}
2018-07-28 16:36:46 关键索引：Request  内容：参数：[]
2018-07-28 16:36:46 关键索引：Request  内容：参数：records
2018-07-28 16:36:46 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":1}
2018-07-28 16:36:46 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 16:36:46 关键索引：Request  内容：参数：1
2018-07-28 16:36:46 关键索引：Request  内容：参数：15
2018-07-28 16:36:46 关键索引：Request  内容：参数：getwithdaylist
2018-07-28 16:36:46 关键索引：Request  内容：参数：{"days":30,"endTime":"1532767006635"}
2018-07-28 16:36:46 关键索引：Request  内容：参数：{"days":{"name":"days","require":true,"type":"int","desc":"\u7b2c\u51e0\u5929"},"endTime":{"name":"endTime","require":true,"type":"string","desc":"\u7ed3\u675f\u65f6\u95f4\uff0c\u610f\u601d\u5c31\u662f \u4ece\u7ed3\u675f\u65f6\u95f4\u5f00\u59cb \u8fd4\u56de\u4e4b\u524d\u51e0\u5929\u7684\u6570\u636e"}}
2018-07-28 16:36:46 关键索引：Request  内容：参数：30
2018-07-28 16:36:46 关键索引：Request  内容：参数："1532767006635"
2018-07-28 16:36:47 关键索引：Request  内容：参数：info
2018-07-28 16:36:47 关键索引：Request  内容：参数：{}
2018-07-28 16:36:47 关键索引：Request  内容：参数：[]
2018-07-28 16:36:50 关键索引：Request  内容：参数：info
2018-07-28 16:36:50 关键索引：Request  内容：参数：{}
2018-07-28 16:36:50 关键索引：Request  内容：参数：[]
2018-07-28 16:36:51 关键索引：Request  内容：参数：useraccepttask
2018-07-28 16:36:51 关键索引：Request  内容：参数：{"orderNO":5,"tl_id":"10"}
2018-07-28 16:36:51 关键索引：Request  内容：参数：{"orderNO":{"name":"orderNO","type":"int","require":true,"desc":"\u4efb\u52a1\u7684\u552f\u4e00\u6807\u8bc6"},"tl_id":{"name":"tl_id","type":"int","require":true,"desc":"\u5730\u5740\u7684ID"}}
2018-07-28 16:36:51 关键索引：Request  内容：参数：5
2018-07-28 16:36:51 关键索引：Request  内容：参数：10
2018-07-28 16:36:52 关键索引：Request  内容：参数：info
2018-07-28 16:36:52 关键索引：Request  内容：参数：{}
2018-07-28 16:36:52 关键索引：Request  内容：参数：[]
2018-07-28 16:36:52 关键索引：Request  内容：参数：gettask
2018-07-28 16:36:52 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96056346523,"lat":22.535377336962,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 16:36:52 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 16:36:52 关键索引：Request  内容：参数：1
2018-07-28 16:36:52 关键索引：Request  内容：参数：15
2018-07-28 16:36:52 关键索引：Request  内容：参数："22.535377336962"
2018-07-28 16:36:52 关键索引：Request  内容：参数："113.96056346523"
2018-07-28 16:36:52 关键索引：Request  内容：参数："2000"
2018-07-28 16:36:52 关键索引：Request  内容：参数：340
2018-07-28 16:36:53 关键索引：Request  内容：参数：getmytask
2018-07-28 16:36:53 关键索引：Request  内容：参数：{"pagesize":50,"type":2,"pageindex":1}
2018-07-28 16:36:53 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"type":{"name":"type","type":"int","default":1,"desc":"1 \u662f\u5b8c\u6210\u7684\u4efb\u52a1 2 \u662f\u8fdb\u884c\u4e2d\u7684\u4efb\u52a1"}}
2018-07-28 16:36:53 关键索引：Request  内容：参数：1
2018-07-28 16:36:53 关键索引：Request  内容：参数：50
2018-07-28 16:36:53 关键索引：Request  内容：参数：2
2018-07-28 16:36:53 关键索引：Request  内容：参数：info
2018-07-28 16:36:53 关键索引：Request  内容：参数：{}
2018-07-28 16:36:53 关键索引：Request  内容：参数：[]
2018-07-28 16:36:53 关键索引：Request  内容：参数：getremindad
2018-07-28 16:36:53 关键索引：Request  内容：参数：{"lat":22.535377336962,"lng":113.96056346523}
2018-07-28 16:36:53 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 16:36:53 关键索引：Request  内容：参数："22.535377336962"
2018-07-28 16:36:53 关键索引：Request  内容：参数："113.96056346523"
2018-07-28 16:36:53 关键索引：Request  内容：参数：info
2018-07-28 16:36:53 关键索引：Request  内容：参数：{}
2018-07-28 16:36:53 关键索引：Request  内容：参数：[]
2018-07-28 16:36:53 关键索引：Request  内容：参数：uncollection
2018-07-28 16:36:53 关键索引：Request  内容：参数：{"cityCode":340}
2018-07-28 16:36:53 关键索引：Request  内容：参数：{"cityCode":{"name":"cityCode","type":"int","default":340,"desc":"\u57ce\u5e02\u7684\u4ee3\u53f7"}}
2018-07-28 16:36:53 关键索引：Request  内容：参数：340
2018-07-28 16:36:59 关键索引：Request  内容：参数：info
2018-07-28 16:36:59 关键索引：Request  内容：参数：{}
2018-07-28 16:36:59 关键索引：Request  内容：参数：[]
2018-07-28 16:37:00 关键索引：Request  内容：参数：info
2018-07-28 16:37:00 关键索引：Request  内容：参数：{}
2018-07-28 16:37:00 关键索引：Request  内容：参数：[]
2018-07-28 16:37:00 关键索引：Request  内容：参数：getremindad
2018-07-28 16:37:00 关键索引：Request  内容：参数：{"lat":22.535377336962,"lng":113.96056346523}
2018-07-28 16:37:00 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 16:37:00 关键索引：Request  内容：参数："22.535377336962"
2018-07-28 16:37:00 关键索引：Request  内容：参数："113.96056346523"
2018-07-28 16:37:00 关键索引：Request  内容：参数：info
2018-07-28 16:37:00 关键索引：Request  内容：参数：{}
2018-07-28 16:37:00 关键索引：Request  内容：参数：[]
2018-07-28 16:37:14 关键索引：Request  内容：参数：info
2018-07-28 16:37:14 关键索引：Request  内容：参数：{}
2018-07-28 16:37:14 关键索引：Request  内容：参数：[]
2018-07-28 16:37:14 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:37:14 关键索引：Request  内容：参数：{}
2018-07-28 16:37:14 关键索引：Request  内容：参数：[]
2018-07-28 16:37:14 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:37:14 关键索引：Request  内容：参数：{}
2018-07-28 16:37:14 关键索引：Request  内容：参数：[]
2018-07-28 16:37:17 关键索引：Request  内容：参数：info
2018-07-28 16:37:17 关键索引：Request  内容：参数：{}
2018-07-28 16:37:17 关键索引：Request  内容：参数：[]
2018-07-28 16:37:17 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:37:17 关键索引：Request  内容：参数：{}
2018-07-28 16:37:17 关键索引：Request  内容：参数：[]
2018-07-28 16:37:17 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:37:17 关键索引：Request  内容：参数：{}
2018-07-28 16:37:17 关键索引：Request  内容：参数：[]
2018-07-28 16:38:21 关键索引：Request  内容：参数：info
2018-07-28 16:38:21 关键索引：Request  内容：参数：{}
2018-07-28 16:38:21 关键索引：Request  内容：参数：[]
2018-07-28 16:38:21 关键索引：Request  内容：参数：gettask
2018-07-28 16:38:21 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96056346523,"lat":22.535377336962,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 16:38:21 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 16:38:21 关键索引：Request  内容：参数：1
2018-07-28 16:38:21 关键索引：Request  内容：参数：15
2018-07-28 16:38:21 关键索引：Request  内容：参数："22.535377336962"
2018-07-28 16:38:21 关键索引：Request  内容：参数："113.96056346523"
2018-07-28 16:38:21 关键索引：Request  内容：参数："2000"
2018-07-28 16:38:21 关键索引：Request  内容：参数：340
2018-07-28 16:40:51 关键索引：Request  内容：参数：records
2018-07-28 16:43:57 关键索引：Request  内容：参数：appstopstar
2018-07-28 16:55:28 关键索引：Request  内容：参数：info
2018-07-28 16:55:28 关键索引：Request  内容：参数：{}
2018-07-28 16:55:28 关键索引：Request  内容：参数：[]
2018-07-28 16:55:28 关键索引：Request  内容：参数：gettask
2018-07-28 16:55:28 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96056400651,"lat":22.53537598714,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 16:55:28 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 16:55:28 关键索引：Request  内容：参数：1
2018-07-28 16:55:28 关键索引：Request  内容：参数：15
2018-07-28 16:55:28 关键索引：Request  内容：参数："22.53537598714"
2018-07-28 16:55:28 关键索引：Request  内容：参数："113.96056400651"
2018-07-28 16:55:28 关键索引：Request  内容：参数："2000"
2018-07-28 16:55:28 关键索引：Request  内容：参数：340
2018-07-28 16:55:30 关键索引：Request  内容：参数：info
2018-07-28 16:55:30 关键索引：Request  内容：参数：{}
2018-07-28 16:55:30 关键索引：Request  内容：参数：[]
2018-07-28 16:55:30 关键索引：Request  内容：参数：getwithdaylist
2018-07-28 16:55:30 关键索引：Request  内容：参数：{"days":30,"endTime":"1532768130557"}
2018-07-28 16:55:30 关键索引：Request  内容：参数：{"days":{"name":"days","require":true,"type":"int","desc":"\u7b2c\u51e0\u5929"},"endTime":{"name":"endTime","require":true,"type":"string","desc":"\u7ed3\u675f\u65f6\u95f4\uff0c\u610f\u601d\u5c31\u662f \u4ece\u7ed3\u675f\u65f6\u95f4\u5f00\u59cb \u8fd4\u56de\u4e4b\u524d\u51e0\u5929\u7684\u6570\u636e"}}
2018-07-28 16:55:30 关键索引：Request  内容：参数：30
2018-07-28 16:55:30 关键索引：Request  内容：参数："1532768130557"
2018-07-28 16:55:30 关键索引：Request  内容：参数：records
2018-07-28 16:55:30 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":1}
2018-07-28 16:55:30 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 16:55:30 关键索引：Request  内容：参数：1
2018-07-28 16:55:30 关键索引：Request  内容：参数：15
2018-07-28 16:55:31 关键索引：Request  内容：参数：info
2018-07-28 16:55:31 关键索引：Request  内容：参数：{}
2018-07-28 16:55:31 关键索引：Request  内容：参数：[]
2018-07-28 16:55:32 关键索引：Request  内容：参数：info
2018-07-28 16:55:32 关键索引：Request  内容：参数：{}
2018-07-28 16:55:32 关键索引：Request  内容：参数：[]
2018-07-28 16:55:32 关键索引：Request  内容：参数：getremindad
2018-07-28 16:55:32 关键索引：Request  内容：参数：{"lat":22.53537706895,"lng":113.96056373586}
2018-07-28 16:55:32 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 16:55:32 关键索引：Request  内容：参数："22.53537706895"
2018-07-28 16:55:32 关键索引：Request  内容：参数："113.96056373586"
2018-07-28 16:55:32 关键索引：Request  内容：参数：info
2018-07-28 16:55:32 关键索引：Request  内容：参数：{}
2018-07-28 16:55:32 关键索引：Request  内容：参数：[]
2018-07-28 16:55:33 关键索引：Request  内容：参数：info
2018-07-28 16:55:33 关键索引：Request  内容：参数：{}
2018-07-28 16:55:33 关键索引：Request  内容：参数：[]
2018-07-28 16:55:33 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:55:33 关键索引：Request  内容：参数：{}
2018-07-28 16:55:33 关键索引：Request  内容：参数：[]
2018-07-28 16:55:33 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:55:33 关键索引：Request  内容：参数：{}
2018-07-28 16:55:33 关键索引：Request  内容：参数：[]
2018-07-28 16:55:48 关键索引：Request  内容：参数：loginout
2018-07-28 16:55:48 关键索引：Request  内容：参数：{}
2018-07-28 16:55:48 关键索引：Request  内容：参数：[]
2018-07-28 16:57:11 关键索引：Request  内容：参数：login
2018-07-28 16:57:11 关键索引：Request  内容：参数：{"phone":"15768118003","password":"100msh"}
2018-07-28 16:57:11 关键索引：Request  内容：参数：{"phone":{"name":"phone","require":true,"type":"phone","desc":"\u7528\u6237\u624b\u673a\u53f7\u7801"},"password":{"name":"password","require":true,"desc":"\u7528\u6237\u767b\u5f55\u5bc6\u7801"}}
2018-07-28 16:57:11 关键索引：Request  内容：参数："15768118003"
2018-07-28 16:57:11 关键索引：Request  内容：参数："100msh"
2018-07-28 16:57:11 关键索引：Request  内容：参数：info
2018-07-28 16:57:11 关键索引：Request  内容：参数：{}
2018-07-28 16:57:11 关键索引：Request  内容：参数：[]
2018-07-28 16:57:11 关键索引：Request  内容：参数：getlocationstar
2018-07-28 16:57:11 关键索引：Request  内容：参数：{"code":340,"lng":113.96057401955,"lat":22.535377463934,"m":191}
2018-07-28 16:57:11 关键索引：Request  内容：参数：{"code":{"name":"code","type":"string","require":true,"desc":"\u57ce\u5e02\u4ee3\u7801"},"lat":{"name":"lat","type":"string","require":true,"desc":"\u7eac\u5ea6"},"lng":{"name":"lng","type":"string","require":true,"desc":"\u5e7f\u544a\u7684\u7ecf\u5ea6"},"m":{"name":"m","type":"int","require":true,"desc":"\u8ddd\u79bb\u7c73"}}
2018-07-28 16:57:11 关键索引：Request  内容：参数："340"
2018-07-28 16:57:11 关键索引：Request  内容：参数："22.535377463934"
2018-07-28 16:57:11 关键索引：Request  内容：参数："113.96057401955"
2018-07-28 16:57:11 关键索引：Request  内容：参数：191
2018-07-28 16:57:11 关键索引：Request  内容：参数：info
2018-07-28 16:57:11 关键索引：Request  内容：参数：{}
2018-07-28 16:57:11 关键索引：Request  内容：参数：[]
2018-07-28 16:57:11 关键索引：Request  内容：参数：gettask
2018-07-28 16:57:11 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96057401955,"lat":22.535377463934,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 16:57:11 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 16:57:11 关键索引：Request  内容：参数：1
2018-07-28 16:57:11 关键索引：Request  内容：参数：15
2018-07-28 16:57:11 关键索引：Request  内容：参数："22.535377463934"
2018-07-28 16:57:11 关键索引：Request  内容：参数："113.96057401955"
2018-07-28 16:57:11 关键索引：Request  内容：参数："2000"
2018-07-28 16:57:11 关键索引：Request  内容：参数：340
2018-07-28 16:57:11 关键索引：Request  内容：参数：info
2018-07-28 16:57:11 关键索引：Request  内容：参数：{}
2018-07-28 16:57:11 关键索引：Request  内容：参数：[]
2018-07-28 16:57:11 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:57:12 关键索引：Request  内容：参数：{}
2018-07-28 16:57:12 关键索引：Request  内容：参数：[]
2018-07-28 16:57:12 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:57:12 关键索引：Request  内容：参数：{}
2018-07-28 16:57:12 关键索引：Request  内容：参数：[]
2018-07-28 16:57:12 关键索引：Request  内容：参数：info
2018-07-28 16:57:12 关键索引：Request  内容：参数：{}
2018-07-28 16:57:12 关键索引：Request  内容：参数：[]
2018-07-28 16:57:12 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:57:12 关键索引：Request  内容：参数：{}
2018-07-28 16:57:12 关键索引：Request  内容：参数：[]
2018-07-28 16:57:12 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:57:12 关键索引：Request  内容：参数：{}
2018-07-28 16:57:12 关键索引：Request  内容：参数：[]
2018-07-28 16:57:12 关键索引：Request  内容：参数：getmytask
2018-07-28 16:57:12 关键索引：Request  内容：参数：{"pagesize":50,"type":2,"pageindex":1}
2018-07-28 16:57:12 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"type":{"name":"type","type":"int","default":1,"desc":"1 \u662f\u5b8c\u6210\u7684\u4efb\u52a1 2 \u662f\u8fdb\u884c\u4e2d\u7684\u4efb\u52a1"}}
2018-07-28 16:57:12 关键索引：Request  内容：参数：1
2018-07-28 16:57:12 关键索引：Request  内容：参数：50
2018-07-28 16:57:12 关键索引：Request  内容：参数：2
2018-07-28 16:57:12 关键索引：Request  内容：参数：uncollection
2018-07-28 16:57:12 关键索引：Request  内容：参数：{"cityCode":340}
2018-07-28 16:57:12 关键索引：Request  内容：参数：{"cityCode":{"name":"cityCode","type":"int","default":340,"desc":"\u57ce\u5e02\u7684\u4ee3\u53f7"}}
2018-07-28 16:57:12 关键索引：Request  内容：参数：340
2018-07-28 16:57:14 关键索引：Request  内容：参数：info
2018-07-28 16:57:14 关键索引：Request  内容：参数：{}
2018-07-28 16:57:14 关键索引：Request  内容：参数：[]
2018-07-28 16:57:14 关键索引：Request  内容：参数：getwithdaylist
2018-07-28 16:57:14 关键索引：Request  内容：参数：{"days":30,"endTime":"1532768234872"}
2018-07-28 16:57:14 关键索引：Request  内容：参数：{"days":{"name":"days","require":true,"type":"int","desc":"\u7b2c\u51e0\u5929"},"endTime":{"name":"endTime","require":true,"type":"string","desc":"\u7ed3\u675f\u65f6\u95f4\uff0c\u610f\u601d\u5c31\u662f \u4ece\u7ed3\u675f\u65f6\u95f4\u5f00\u59cb \u8fd4\u56de\u4e4b\u524d\u51e0\u5929\u7684\u6570\u636e"}}
2018-07-28 16:57:14 关键索引：Request  内容：参数：30
2018-07-28 16:57:14 关键索引：Request  内容：参数："1532768234872"
2018-07-28 16:57:14 关键索引：Request  内容：参数：records
2018-07-28 16:57:14 关键索引：Request  内容：参数：{"pagesize":15,"pageindex":1}
2018-07-28 16:57:14 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"}}
2018-07-28 16:57:14 关键索引：Request  内容：参数：1
2018-07-28 16:57:14 关键索引：Request  内容：参数：15
2018-07-28 16:57:15 关键索引：Request  内容：参数：info
2018-07-28 16:57:15 关键索引：Request  内容：参数：{}
2018-07-28 16:57:15 关键索引：Request  内容：参数：[]
2018-07-28 16:57:15 关键索引：Request  内容：参数：getinvitation
2018-07-28 16:57:15 关键索引：Request  内容：参数：{}
2018-07-28 16:57:15 关键索引：Request  内容：参数：[]
2018-07-28 16:57:15 关键索引：Request  内容：参数：getusercenterstar
2018-07-28 16:57:15 关键索引：Request  内容：参数：{}
2018-07-28 16:57:15 关键索引：Request  内容：参数：[]
2018-07-28 17:05:45 关键索引：Request  内容：参数：info
2018-07-28 17:05:45 关键索引：Request  内容：参数：{}
2018-07-28 17:05:45 关键索引：Request  内容：参数：[]
2018-07-28 17:05:45 关键索引：Request  内容：参数：gettask
2018-07-28 17:05:45 关键索引：Request  内容：参数：{"mi":2000,"lng":113.96057401955,"lat":22.535377463934,"cityCode":340,"pageindex":1,"pagesize":15}
2018-07-28 17:05:45 关键索引：Request  内容：参数：{"pageindex":{"name":"pageindex","type":"int","default":1,"desc":"\u9875\u7801"},"pagesize":{"name":"pagesize","type":"int","default":15,"desc":"\u6bcf\u9875\u663e\u793a\u6570\u91cf"},"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"},"mi":{"name":"mi","require":true,"type":"string","default":0,"desc":"\u8ddd\u79bb\u5355\u4f4d\u7c73"},"cityCode":{"name":"cityCode","require":true,"type":"int","default":340,"desc":"\u57ce\u5e02\u4ee3\u7801"}}
2018-07-28 17:05:45 关键索引：Request  内容：参数：1
2018-07-28 17:05:45 关键索引：Request  内容：参数：15
2018-07-28 17:05:45 关键索引：Request  内容：参数："22.535377463934"
2018-07-28 17:05:45 关键索引：Request  内容：参数："113.96057401955"
2018-07-28 17:05:45 关键索引：Request  内容：参数："2000"
2018-07-28 17:05:45 关键索引：Request  内容：参数：340
2018-07-28 17:05:47 关键索引：Request  内容：参数：info
2018-07-28 17:05:47 关键索引：Request  内容：参数：{}
2018-07-28 17:05:47 关键索引：Request  内容：参数：[]
2018-07-28 17:05:47 关键索引：Request  内容：参数：getremindad
2018-07-28 17:05:47 关键索引：Request  内容：参数：{"lat":22.535376807449,"lng":113.96056454774}
2018-07-28 17:05:47 关键索引：Request  内容：参数：{"lat":{"name":"lat","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7eac\u5ea6"},"lng":{"name":"lng","require":true,"type":"string","default":0,"desc":"\u5f53\u524d\u7684\u7ecf\u5ea6"}}
2018-07-28 17:05:47 关键索引：Request  内容：参数："22.535376807449"
2018-07-28 17:05:47 关键索引：Request  内容：参数："113.96056454774"
2018-07-28 17:05:47 关键索引：Request  内容：参数：info
2018-07-28 17:05:47 关键索引：Request  内容：参数：{}
2018-07-28 17:05:47 关键索引：Request  内容：参数：[]
2018-07-28 17:05:49 关键索引：Request  内容：参数：info
